yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
129922022,12992,2022,NY0050000,NY0050000,,N,N,,I,CAYUGA,CAYUGA CO SHERIFF'S DEPARTMENT AUBURN,Cayuga,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,45558,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,29,0,29,5,7,12,0.7,0.9,2019-01-01,2019-12-01,2019-12-01,2020-07-01,2020-07-01,2020-07-01,N,CAYUGA,Not Specified,Y,Y,Y
129932022,12993,2022,NY0050100,NY0050100,,N,N,,I,AUBURN,AUBURN CITY PD AUBURN,Auburn,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,26531,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,53,8,61,10,3,13,2.4,2.8,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,CAYUGA,Not Specified,Y,Y,Y
129992022,12999,2022,NY0060000,NY0060000,,N,N,,I,CHAUTAUQUA,CHAUTAUQUA CO SHERIFF'S DEPARTMENT MAYVILLE,Chautauqua,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,57500,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,60,26,86,6,16,22,1.1,1.9,2019-01-01,2020-07-01,2020-07-01,2020-08-01,2020-08-01,2020-08-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130002022,13000,2022,NY0060100,NY0060100,,N,N,,I,DUNKIRK,DUNKIRK CITY PD DUNKIRK,Dunkirk,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,12530,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,0,35,2,1,3,3.0,3.0,2019-01-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130012022,13001,2022,NY0060200,NY0060200,,N,N,,I,JAMESTOWN,JAMESTOWN CITY PD JAMESTOWN,Jamestown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,28208,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,53,5,58,8,5,13,2.2,2.5,2019-01-01,2019-01-01,2019-01-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130022022,13002,2022,NY0062000,NY0062000,,N,N,,I,LAKEWOOD-BUSTI,LAKEWOOD BUSTI VILLAGE PD LAKEWOOD,Lakewood-Busti,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7434,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,1,2,1.5,1.6,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130092022,13009,2022,NY0062900,NY0062900,,N,N,,I,FREDONIA VILLAGE,FREDONIA VILLAGE PD FREDONIA,Fredonia Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,9763,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,3,17,2,1,3,1.6,2.0,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130122022,13012,2022,NY0063200,NY0063200,,N,N,,I,WESTFIELD VILLAGE,WESTFIELD VILLAGE PD WESTFIELD,Westfield Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2951,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,0,0,2.4,2.4,2019-01-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130162022,13016,2022,NY0065200,NY0065200,,N,N,,I,CARROLL TOWN,CARROLL TOWN PD FREWSBURG,Carroll Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3407,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130172022,13017,2022,NY0065900,NY0065900,,N,N,,I,ELLICOTT TOWN,ELLICOTT TOWN PD FALCONER,Ellicott Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5350,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,0,0,0,2.4,2.4,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130332022,13033,2022,NY0082400,NY0082400,,N,N,,I,NORWICH,NORWICH CITY PD NORWICH,Norwich,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,6716,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,0,20,1,0,1,3.1,3.1,2019-01-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,N,CHENANGO,Not Specified,Y,Y,Y
130452022,13045,2022,NY0100100,NY0100100,,N,N,,I,HUDSON,HUDSON CITY PD HUDSON,Hudson,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5907,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,21,0,21,6,0,6,4.6,4.6,2019-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,COLUMBIA,Not Specified,Y,Y,Y
130562022,13056,2022,NY0110000,NY0110000,,N,N,,I,CORTLAND,CORTLAND CO SHERIFF'S DEPARTMENT CORTLAND,Cortland,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,26061,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,29,0,29,7,3,10,1.4,1.5,2019-01-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,CORTLAND,Not Specified,Y,Y,Y
130572022,13057,2022,NY0110100,NY0110100,,N,N,,I,CORTLAND,CORTLAND CITY PD CORTLAND,Cortland,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,17061,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,0,34,7,2,9,2.4,2.5,2019-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CORTLAND,Not Specified,Y,Y,Y
130582022,13058,2022,NY0112000,NY0112000,,N,N,,I,HOMER VILLAGE,HOMER VILLAGE PD HOMER,Homer Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3127,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,1,1,2,1.6,1.9,2019-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,CORTLAND,Not Specified,Y,Y,Y
130672022,13067,2022,NY0130000,NY0130000,,N,N,,I,DUTCHESS,DUTCHESS CO SHERIFF'S DEPARTMENT POUGHKEEPSIE,Dutchess,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,121097,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,92,8,100,9,15,24,0.8,1.0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,DUTCHESS,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
130682022,13068,2022,NY0130100,NY0130100,,N,N,,I,BEACON,BEACON CITY PD BEACON,Beacon,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,13729,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,1,31,2,3,5,2.3,2.6,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,DUTCHESS,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
130722022,13072,2022,NY0132000,NY0132000,,N,N,,I,FISHKILL VILLAGE,FISHKILL VILLAGE PD FISHKILL,Fishkill Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2153,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,DUTCHESS,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
130812022,13081,2022,NY0136300,NY0136300,,N,N,,I,POUGHKEEPSIE TOWN,POUGHKEEPSIE TOWN PD POUGHKEEPSIE,Poughkeepsie Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,40966,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,DUTCHESS,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
130832022,13083,2022,NY0136500,NY0136500,,N,N,,I,HYDE PARK TOWN,HYDE PARK TOWN PD HYDE PARK,Hyde Park Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,21071,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,1,17,1,3,4,0.8,1.0,2019-01-01,2020-08-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,DUTCHESS,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
130842022,13084,2022,NY0136600,NY0136600,,N,N,,I,EAST FISHKILL TOWN,EAST FISHKILL TOWN PD HOPEWELL JUNCTION,East Fishkill Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,29769,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,24,2,26,2,5,7,0.9,1.1,2019-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,DUTCHESS,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
130882022,13088,2022,NY0140100,NY0140100,,N,N,,I,BUFFALO,BUFFALO CITY PD BUFFALO,Buffalo,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,275710,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,5,1C,"Cities from 250,000 thru 499,999",1,"All cities 250,000 or over",Y,5,,Y,605,44,649,154,118,272,2.8,3.3,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
130912022,13091,2022,NY0140400,NY0140400,,N,N,,I,KENMORE VILLAGE,KENMORE VILLAGE PD BUFFALO,Kenmore Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14995,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,23,1,24,2,3,5,1.7,1.9,2019-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131322022,13132,2022,NY0170100,NY0170100,,N,N,,I,GLOVERSVILLE,GLOVERSVILLE CITY PD GLOVERSVILLE,Gloversville,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,15030,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,1,32,0,1,1,2.1,2.2,2019-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,FULTON,Not Specified,Y,Y,Y
131332022,13133,2022,NY0170200,NY0170200,,N,N,,I,JOHNSTOWN,JOHNSTOWN CITY PD JOHNSTOWN,Johnstown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8139,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,22,0,22,2,1,3,2.9,3.1,2019-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,FULTON,Not Specified,Y,Y,Y
131362022,13136,2022,NY0180000,NY0180000,,N,N,,I,GENESEE,GENESEE CO SHERIFF'S DEPARTMENT BATAVIA,Genesee,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,38053,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,48,12,60,3,17,20,1.3,2.1,2019-01-01,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,GENESEE,Not Specified,Y,Y,Y
131372022,13137,2022,NY0180100,NY0180100,,N,N,,I,BATAVIA,BATAVIA CITY PD BATAVIA,Batavia,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,15438,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,29,1,30,3,2,5,2.1,2.3,2019-01-01,2020-06-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,GENESEE,Not Specified,Y,Y,Y
131382022,13138,2022,NY0182300,NY0182300,,N,N,,I,LE ROY VILLAGE,LEROY VILLAGE PD LEROY,Le Roy Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4263,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,2.1,2.3,2019-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,GENESEE,Not Specified,Y,Y,Y
131542022,13154,2022,NY0212200,NY0212200,,N,N,,I,ILION VILLAGE,ILION VILLAGE PD ILION,Ilion Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7629,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,2,3,5,1.8,2.2,2019-01-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,HERKIMER,"Utica-Rome, NY",Y,Y,Y
131622022,13162,2022,NY0220000,NY0220000,,N,N,,I,JEFFERSON,JEFFERSON CO SHERIFF'S DEPARTMENT WATERTOWN,Jefferson,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,76681,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,39,2,41,5,13,18,0.6,0.8,2019-01-01,2020-07-01,2020-07-01,2020-08-01,2020-08-01,2020-08-01,N,JEFFERSON,"Watertown-Fort Drum, NY",Y,Y,Y
131632022,13163,2022,NY0220100,NY0220100,,N,N,,I,WATERTOWN,WATERTOWN CITY PD WATERTOWN,Watertown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,24558,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,53,1,54,8,2,10,2.5,2.6,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,JEFFERSON,"Watertown-Fort Drum, NY",Y,Y,Y
131842022,13184,2022,NY0240000,NY0240000,,N,N,,I,LEWIS,LEWIS CO SHERIFF'S DEPARTMENT LOWVILLE,Lewis,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,23476,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,20,0,20,2,0,2,0.9,0.9,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,LEWIS,Not Specified,Y,Y,Y
131902022,13190,2022,NY0250000,NY0250000,,N,N,,I,LIVINGSTON,LIVINGSTON CO SHERIFF'S DEPARTMENT GENESEO,Livingston,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,38597,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,47,0,47,5,5,10,1.3,1.5,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,LIVINGSTON,"Rochester, NY",Y,Y,Y
132052022,13205,2022,NY0270000,NY0270000,,N,N,,I,MONROE,MONROE CO SHERIFF'S DEPARTMENT ROCHESTER,Monroe,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,252369,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,256,21,277,51,31,82,1.2,1.4,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132062022,13206,2022,NY0270100,NY0270100,,N,N,,I,ROCHESTER,ROCHESTER CITY PD ROCHESTER,Rochester,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,210270,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,573,26,599,90,52,142,3.2,3.5,2019-01-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,N,MONROE,"Rochester, NY",Y,Y,Y
