"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,163321633,135668659,39,"C",15,,""
2020,163321634,135668659,11,"C",15,,""
2020,163321635,135668659,46,"C",13,,""
2020,163321639,135668662,27,"C",13,,""
2020,163321651,135668671,14,"C",13,,""
2020,163321653,135668671,40,"C",13,,""
2020,163321652,135668671,5,"C",20,,""
2020,163321658,135668675,47,"C",12,,""
2020,163321663,135668679,40,"C",13,,""
2020,163321670,135668684,21,"C",13,,""
2020,163321669,135668684,7,"C",13,,""
2020,163321677,135668689,7,"C",13,,""
2020,163321684,135668695,51,"C",20,,""
2020,163321691,135668701,47,"C",20,,""
2020,163321697,135668704,21,"C",13,,""
2020,163321703,135668709,51,"C",20,,""
2020,163321714,135668718,51,"C",20,,""
2020,163321718,135668722,7,"C",13,,""
2020,163321725,135668728,40,"C",13,,""
2020,163321724,135668728,5,"C",13,,""
2020,163321731,135668733,5,"C",20,,""
2020,163321733,135668735,51,"C",20,,""
2020,163321735,135668735,5,"C",20,,""
2020,163321734,135668735,47,"C",20,,""
2020,163321744,135668741,45,"C",20,,""
2020,163321752,135668747,47,"C",20,,""
2020,163321760,135668755,51,"C",20,,""
2020,163321763,135668758,45,"C",20,,""
2020,163321768,135668762,51,"C",20,,""
2020,163321772,135668765,5,"C",20,,""
2020,163321771,135668765,51,"C",20,,""
2020,163321775,135668768,47,"C",20,,""
2020,163321780,135668772,51,"C",20,,""
2020,163321784,135668775,28,"C",7,,""
2020,163321785,135668775,41,"C",7,,""
2020,163321790,135668780,45,"C",20,,""
2020,163321792,135668781,5,"C",25,,""
2020,163321799,135668786,47,"C",20,,""
2020,163321807,135668791,5,"C",13,,""
2020,163321809,135668793,14,"C",13,,""
2020,163321815,135668799,23,"C",46,,""
2020,163321818,135668802,44,"C",20,,""
2020,163321821,135668804,14,"C",13,,""
2020,163321822,135668804,5,"C",13,,""
2020,163321820,135668804,63,"C",25,,""
2020,163321831,135668808,5,"C",20,,""
2020,163321832,135668808,27,"C",20,,""
2020,163321837,135668813,44,"C",47,,""
2020,163321850,135668825,49,"C",12,,"N"
2020,163321851,135668825,45,"C",12,,""
2020,163321853,135668827,5,"C",20,,""
2020,163321896,135668858,28,"C",20,,""
2020,163321893,135668858,63,"C",20,,""
2020,163321894,135668858,14,"C",20,,""
2020,163321900,135668862,51,"C",20,,""
2020,163321903,135668865,5,"C",20,,""
2020,163321906,135668868,5,"C",18,,""
2020,163321910,135668871,51,"C",13,,""
2020,163321916,135668874,21,"C",20,,""
2020,163321915,135668874,14,"C",20,,""
2020,163321920,135668877,16,"C",20,,""
2020,163321923,135668880,5,"C",20,,""
2020,163321925,135668882,43,"C",13,,""
2020,163321926,135668883,49,"C",20,,"N"
2020,163321928,135668883,5,"C",20,,""
2020,163321927,135668883,45,"C",20,,""
2020,163321930,135668884,5,"C",20,,""
2020,163321929,135668884,51,"C",20,,""
2020,163321933,135668886,23,"C",8,,""
2020,163321935,135668888,23,"C",43,,""
2020,163321939,135668890,63,"C",5,,""
2020,163321941,135668892,5,"C",20,,""
2020,163321944,135668895,49,"C",20,,"N"
2020,163321945,135668895,45,"C",20,,""
2020,163321949,135668898,5,"C",23,,""
2020,163321954,135668902,21,"C",20,,""
2020,163321956,135668904,23,"C",43,,""
2020,163321959,135668907,45,"C",18,,""
2020,163321961,135668908,47,"C",20,,""
2020,163321960,135668908,49,"C",20,,"N"
2020,163331206,135668938,16,"C",13,,""
2020,163331211,135668942,5,"C",20,,""
2020,163331215,135668946,51,"C",20,,""
2020,163331219,135668950,47,"C",40,,""
2020,163331224,135668955,47,"C",40,,""
2020,163331232,135668962,45,"C",17,,""
2020,163341181,135669085,44,"C",36,,""
2020,163321196,135668309,51,"C",20,,""
2020,163321198,135668311,44,"C",20,,""
2020,163321206,135668317,51,"C",20,,""
2020,163321208,135668319,23,"C",24,,""
2020,163321210,135668321,45,"C",20,,""
2020,163321214,135668324,63,"C",25,,""
2020,163321216,135668326,51,"C",46,,""
2020,163321218,135668328,51,"C",20,,""
2020,163321219,135668328,5,"C",20,,""
2020,163321220,135668329,51,"C",20,,""
2020,163321223,135668331,23,"C",12,,""
2020,163321225,135668333,14,"C",18,,""
2020,163321226,135668334,51,"C",20,,""
2020,163321227,135668335,14,"C",25,,""
2020,163321238,135668343,47,"C",17,,""
2020,163321240,135668345,45,"C",20,,""
2020,163321248,135668352,16,"C",13,,""
2020,163321253,135668356,44,"C",18,,""
2020,163321258,135668361,44,"C",20,,""
2020,163321263,135668364,56,"C",20,,""
2020,163321275,135668374,47,"C",20,,""
2020,163321282,135668378,14,"C",13,,""
2020,163321288,135668384,16,"C",13,,""
2020,163321291,135668386,44,"C",20,,""
2020,163321302,135668392,16,"C",13,,""
2020,163321301,135668392,39,"C",13,,""
2020,163321306,135668396,5,"C",13,,""
2020,163321315,135668403,51,"C",20,,""
2020,163321316,135668404,21,"C",13,,""
2020,163321318,135668405,5,"C",20,,""
2020,163321317,135668405,51,"C",20,,""
2020,163321320,135668407,39,"C",13,,""
2020,163321321,135668407,27,"C",13,,""
2020,163321322,135668408,21,"C",13,,""
2020,163321332,135668416,21,"C",13,,""
2020,163321331,135668416,7,"C",13,,""
2020,163321340,135668424,20,"C",25,,""
2020,163321345,135668429,23,"C",8,,""
2020,163321383,135668455,14,"C",18,,""
2020,163321397,135668468,51,"C",13,,""
2020,163321403,135668473,40,"C",20,,""
2020,163321410,135668478,21,"C",20,,""
2020,163321417,135668482,16,"C",13,,""
2020,163321422,135668486,47,"C",20,,""
2020,163321426,135668490,5,"C",13,,""
2020,163321429,135668493,5,"C",20,,""
2020,163321436,135668498,27,"C",20,,""
2020,163321441,135668502,5,"C",13,,""
2020,163321445,135668506,5,"C",20,,""
2020,163321453,135668513,14,"C",13,,""
2020,163321454,135668513,21,"C",13,,""
2020,163321455,135668514,21,"C",13,,""
2020,163321456,135668515,23,"C",8,,""
2020,163321459,135668517,45,"C",20,,""
2020,163321468,135668521,5,"C",20,,""
2020,163321467,135668521,29,"C",20,,""
2020,163321466,135668521,51,"C",20,,""
2020,163321470,135668524,47,"C",20,,""
2020,163321471,135668524,5,"C",20,,""
2020,163321473,135668525,27,"C",18,,""
2020,163321480,135668531,44,"C",47,,""
2020,163321487,135668536,47,"C",20,,""
2020,163321490,135668539,21,"C",13,,""
2020,163321492,135668541,28,"C",13,,""
2020,163321493,135668541,16,"C",13,,""
2020,163321495,135668543,63,"C",20,,""
2020,163321496,135668544,45,"C",20,,""
2020,163321499,135668546,5,"C",13,,""
2020,163321502,135668549,5,"C",20,,""
2020,163321504,135668552,47,"C",20,,""
2020,163321509,135668555,51,"C",20,,""
2020,163321510,135668557,5,"C",20,,""
2020,163326546,135668561,47,"C",7,,""
2020,163321516,135668562,51,"C",20,,""
2020,163321536,135668579,16,"C",13,,""
2020,163321540,135668583,39,"C",13,,""
2020,163321541,135668583,16,"C",13,,""
2020,163321542,135668584,23,"C",7,,""
2020,163321549,135668589,51,"C",23,,""
2020,163321550,135668589,23,"C",23,,""
2020,163321555,135668593,40,"C",13,,""
2020,163321559,135668596,5,"C",13,,""
2020,163321562,135668599,36,"C",20,,""
2020,163321569,135668606,5,"C",20,,""
2020,163321578,135668612,23,"C",46,,""
2020,163321581,135668614,5,"C",20,,""
2020,163321587,135668619,5,"C",13,,""
2020,163321588,135668620,5,"C",20,,""
2020,163321591,135668623,2,"C",47,,""
2020,163321595,135668626,51,"C",13,,""
2020,163321602,135668632,44,"C",47,,""
2020,163321606,135668636,21,"C",18,,""
2020,163321610,135668640,51,"C",20,,""
2020,163321622,135668650,21,"C",18,,""
2020,163321624,135668651,27,"C",20,,""
2020,163321623,135668651,47,"C",20,,""
2020,163321629,135668656,44,"C",47,,""
2020,163321636,135668660,51,"C",20,,""
2020,163321637,135668660,47,"C",20,,""
2020,163321640,135668663,63,"C",47,,""
2020,163321645,135668667,51,"C",20,,""
2020,163321650,135668670,51,"C",20,,""
2020,163321654,135668672,23,"C",7,,""
2020,163321660,135668677,44,"C",20,,""
2020,163321661,135668677,5,"C",20,,""
2020,163321667,135668682,5,"C",13,,""
2020,163321666,135668682,14,"C",13,,""
2020,163321674,135668687,23,"C",8,,""
2020,163321679,135668690,14,"C",46,,""
2020,163321678,135668690,63,"C",13,,""
2020,163321686,135668697,45,"C",13,,""
2020,163321700,135668707,5,"C",13,,""
2020,163321708,135668713,47,"C",20,,""
2020,163321716,135668720,51,"C",20,,""
2020,163321722,135668726,40,"C",13,,""
2020,163321728,135668731,23,"C",23,,""
2020,163321732,135668734,47,"C",14,,""
2020,163321738,135668737,14,"C",13,,""
2020,163321739,135668737,21,"C",13,,""
2020,163321741,135668740,51,"C",20,,""
2020,163321743,135668740,7,"C",13,,""
2020,163321748,135668745,51,"C",13,,""
2020,163321749,135668745,5,"C",20,,""
2020,163321750,135668745,16,"C",20,,""
2020,163321755,135668750,5,"C",20,,""
2020,163321770,135668764,47,"C",20,,""
2020,163321777,135668770,21,"C",13,,""
2020,163321786,135668776,63,"C",47,,""
2020,163321798,135668785,51,"C",20,,""
2020,163321806,135668790,5,"C",18,,""
2020,163321805,135668790,14,"C",18,,""
2020,163326957,135668795,44,"C",47,,""
2020,163321814,135668798,51,"C",46,,""
2020,163326961,135664000,45,"C",20,,""
2020,163321828,135668806,51,"C",20,,""
2020,163321833,135668810,5,"C",13,,""
2020,163321846,135668821,51,"C",25,,""
2020,163321852,135668826,51,"C",20,,""
2020,163321857,135668830,23,"C",12,,""
2020,163321859,135668832,45,"C",8,,""
2020,163321860,135668833,45,"C",25,,""
2020,163321862,135668835,23,"C",25,,""
2020,163321865,135668838,44,"C",20,,""
2020,163321866,135668838,5,"C",20,,""
2020,163321872,135668842,45,"C",20,,""
2020,163321871,135668842,63,"C",20,,""
2020,163321873,135668842,11,"C",20,,""
2020,163321875,135668844,21,"C",23,,""
2020,163321881,135668848,23,"C",12,,""
2020,163321884,135668852,5,"C",20,,""
2020,163321890,135668856,45,"C",20,,""
2020,163321889,135668856,63,"C",20,,""
2020,163321898,135668860,5,"C",25,,""
2020,163321901,135668863,51,"C",20,,""
2020,163321905,135668867,14,"C",20,,""
2020,163321911,135668872,51,"C",20,,""
2020,163341176,135669080,45,"C",20,,""
2020,163321312,135668400,5,"C",13,,""
2020,163316310,135668268,21,"C",20,,""
2020,163316311,135668269,51,"C",20,,""
2020,163316314,135668272,45,"C",7,,""
2020,163316316,135668274,45,"C",18,,""
2020,163316323,135668281,5,"C",18,,""
2020,163316324,135668282,63,"C",5,,""
2020,163316328,135668285,45,"C",18,,""
2020,163316333,135668288,45,"C",12,,""
2020,163316340,135668292,45,"C",20,,""
2020,163316342,135668292,21,"C",20,,""
2020,163321313,135668401,5,"C",18,,""
2020,163321326,135668411,40,"C",13,,""
2020,163321334,135668418,47,"C",20,,""
2020,163321339,135668423,23,"C",12,,""
2020,163321350,135668432,5,"C",20,,""
2020,163321349,135668432,7,"C",20,,""
2020,163321357,135668436,51,"C",20,,""
2020,163321364,135668441,40,"C",20,,""
2020,163321371,135668446,45,"C",20,,""
2020,163321379,135668451,21,"C",13,,""
2020,163321384,135668456,44,"C",47,,""
2020,163321388,135668459,27,"C",20,,""
2020,163321387,135668459,47,"C",20,,""
2020,163321392,135668462,5,"C",20,,""
2020,163321396,135668467,40,"C",20,,""
2020,163321399,135668470,51,"C",20,,""
2020,163321405,135668475,23,"C",12,,""
2020,163316238,135668204,51,"C",20,,""
2020,163316243,135668209,45,"C",23,,""
2020,163316248,135668213,16,"C",13,,""
2020,163316251,135668216,49,"C",46,,"F"
2020,163316256,135668220,44,"C",20,,""
2020,163316264,135668227,63,"C",20,,""
2020,163316268,135668231,51,"C",46,,""
2020,163316275,135668238,5,"C",5,,""
2020,163316280,135668243,45,"C",7,,""
2020,163316286,135668247,28,"C",7,,""
2020,163316287,135668247,40,"C",7,,""
2020,163316293,135668253,51,"C",13,,""
2020,163316298,135668257,45,"C",21,,""
2020,163316315,135668273,5,"C",20,,""
2020,163316322,135668280,45,"C",5,,""
2020,163316336,135668290,5,"C",20,,""
2020,163316240,135668206,11,"C",46,,""
2020,163316244,135668210,45,"C",12,,""
2020,163316249,135668214,63,"C",20,,""
2020,163316258,135668222,49,"A",20,,"F"
2020,163316269,135668232,5,"C",13,,""
2020,163316273,135668236,5,"C",41,,""
2020,163316278,135668241,5,"C",20,,""
2020,163316279,135668242,5,"C",38,,""
2020,163316290,135668250,49,"A",20,,"F"
2020,163316297,135668256,40,"C",13,,""
2020,163316296,135668256,5,"C",13,,""
2020,163316302,135668260,16,"C",13,,""
2020,163316301,135668260,35,"C",13,,""
2020,163316305,135668263,45,"C",4,,""
2020,163316306,135668264,47,"C",20,,""
2020,163316307,135668265,51,"C",20,,""
2020,163316313,135668271,63,"C",47,,""
2020,163316321,135668279,45,"C",20,,""
2020,163316329,135668286,63,"C",18,,""
2020,163316330,135668286,45,"C",18,,""
2020,163316337,135668291,49,"C",20,,"F"
2020,163316339,135668291,5,"C",20,,""
2020,163316338,135668291,45,"C",20,,""
2020,163316206,135668173,5,"C",18,,""
2020,163316211,135668178,45,"C",23,,""
2020,163316221,135668188,51,"C",13,,""
2020,163316227,135668194,45,"C",20,,""
2020,163316232,135668199,5,"C",38,,""
2020,163316241,135668207,45,"C",20,,""
2020,163316246,135668212,16,"C",20,,""
2020,163316245,135668212,35,"C",20,,""
2020,163316262,135668225,45,"C",20,,""
2020,163316263,135668226,45,"C",20,,""
2020,163316267,135668230,5,"C",13,,""
2020,163336225,135669031,23,"C",46,,""
2020,163336234,135669038,45,"C",20,,""
2020,163336241,135669044,51,"C",13,,""
2020,163336244,135669047,51,"C",20,,""
2020,163336250,135669052,45,"C",20,,""
2020,163336256,135669056,23,"C",8,,""
2020,163336270,135669068,45,"C",25,,""
2020,163336272,135669070,45,"C",10,,""
2020,163341177,135669081,51,"C",20,,""
2020,163341182,135669086,16,"C",20,,""
2020,163316242,135668208,21,"C",20,,""
2020,163316247,135668211,16,"C",13,,""
2020,163316252,135668217,45,"C",20,,""
2020,163316257,135668221,45,"C",20,,""
2020,163316261,135668224,21,"C",20,,""
2020,163316270,135668233,51,"C",13,,""
2020,163316274,135668237,45,"C",20,,""
2020,163316285,135668246,45,"C",41,,""
2020,163316291,135668251,45,"C",18,,""
2020,163316295,135668255,51,"C",18,,""
2020,163316308,135668266,51,"C",3,,""
2020,163316317,135668275,45,"C",20,,""
2020,163316326,135668284,49,"C",20,,"F"
2020,163316327,135668284,45,"C",20,,""
2020,163316335,135668289,21,"C",18,,""
2020,163316334,135668289,45,"C",18,,""
2020,163316341,135668293,45,"C",25,,""
2020,163341179,135669083,63,"C",25,,""
2020,163341178,135669082,45,"C",20,,""
2020,163336176,135668990,45,"C",20,,""
2020,163336180,135668993,51,"C",20,,""
2020,163336184,135668996,5,"C",20,,""
2020,163336183,135668996,51,"C",20,,""
2020,163336187,135668998,21,"C",30,,""
2020,163336190,135669002,14,"C",18,,""
2020,163336193,135669005,16,"C",18,,""
2020,163336196,135669007,16,"C",13,,""
2020,163336209,135669016,5,"C",13,,""
2020,163336188,135668999,47,"C",23,,""
2020,163327510,135669001,63,"C",20,,""
2020,163327511,135669001,45,"C",20,,""
2020,163336197,135669008,47,"C",20,,""
2020,163336198,135669008,5,"C",20,,""
2020,163336206,135669013,45,"C",20,,""
2020,152471030,125954265,5,"C",41,,""
2020,152471462,125954657,5,"C",18,,""
2020,152429093,125918715,45,"C",2,,""
2020,152429095,125918715,11,"C",2,,""
2020,153192937,126685705,45,"C",20,,""
2020,153193039,126685796,63,"C",18,,""
2020,153193041,126685796,11,"C",17,,""
2020,153193040,126685796,28,"C",18,,""
2020,153193043,126685798,5,"C",20,,""
2020,153193049,126685804,16,"C",18,,""
2020,153193050,126685805,5,"C",25,,""
2020,153193061,126685815,47,"C",25,,""
2020,153193062,126685815,5,"C",25,,""
2020,153193065,126685818,63,"C",25,,""
2020,153193066,126685818,45,"C",25,,""
2020,153193070,126685822,45,"C",18,,""
2020,153193081,126685832,16,"C",13,,""
2020,153193082,126685833,5,"C",20,,""
2020,153193083,126685833,27,"C",20,,""
2020,153193085,126685834,45,"C",20,,""
2020,153193084,126685834,49,"C",20,,"N"
2020,153193086,126685835,45,"C",20,,""
2020,153193087,126685836,5,"C",5,,""
2020,153193088,126685837,49,"C",7,,"F"
2020,153193089,126685838,14,"A",18,,""
2020,153193091,126685839,27,"C",20,,""
2020,153193090,126685839,5,"C",20,,""
2020,153193094,126685841,40,"C",20,,""
2020,153193093,126685841,49,"C",20,,"F"
2020,153193096,126685843,51,"C",20,,""
2020,153193102,126685849,16,"C",14,,""
2020,153193129,126685873,5,"C",20,,""
2020,153193131,126685875,45,"C",25,,""
2020,153193132,126685876,35,"C",13,,""
2020,153193133,126685876,16,"C",13,,""
2020,153193138,126685880,27,"C",13,,""
2020,153193139,126685881,27,"C",13,,""
2020,153193141,126685883,11,"C",5,,""
2020,153193157,126685897,51,"C",20,,""
2020,153193162,126685901,45,"C",20,,""
2020,153193022,126685780,5,"C",20,,""
2020,153193021,126685780,14,"C",20,,""
2020,153193023,126685781,45,"C",20,,""
2020,153193024,126685782,51,"C",20,,""
2020,153193026,126685784,45,"C",12,,""
2020,153193027,126685785,5,"C",8,,""
2020,153193028,126685786,14,"C",13,,""
2020,153193029,126685787,45,"C",13,,""
2020,153193030,126685788,5,"C",13,,""
2020,153193031,126685789,45,"C",20,,""
2020,153193032,126685789,5,"C",20,,""
2020,153193033,126685790,47,"C",20,,""
2020,153193035,126685792,23,"C",25,,""
2020,153193038,126685795,44,"C",20,,""
2020,161006845,133671726,51,"C",25,,""
2020,161006852,133671733,39,"C",18,,""
2020,161006854,133671735,45,"C",25,,""
2020,161006887,133671763,44,"C",25,,""
2020,161006891,133671767,51,"C",20,,""
2020,161006893,133671769,23,"C",25,,""
2020,161006897,133671773,45,"C",21,,""
2020,161006899,133671775,5,"C",25,,""
2020,161006901,133671777,51,"C",20,,""
2020,161006903,133671779,51,"C",20,,""
2020,161006907,133671782,51,"C",20,,""
2020,161006925,133671800,23,"C",12,,""
2020,161006928,133671803,5,"C",20,,""
2020,161006938,133671811,45,"C",18,,""
2020,161006940,133671813,27,"C",20,,""
2020,161006970,133671840,11,"C",2,,""
2020,161006972,133671842,49,"C",20,,"N"
2020,161006974,133671844,49,"C",20,,"N"
2020,161006977,133671847,45,"C",20,,""
2020,161006979,133671849,45,"C",18,,""
2020,161006983,133671851,5,"C",20,,""
2020,161006982,133671851,51,"C",20,,""
2020,161006985,133671853,49,"C",20,,"N"
2020,161006989,133671857,23,"C",25,,""
2020,161006993,133671859,49,"C",20,,"F"
2020,161006994,133671859,45,"C",20,,""
2020,161007002,133671864,5,"C",18,,""
2020,161007006,133671867,49,"C",20,,"F"
2020,161007009,133671870,49,"C",25,,"N"
2020,161007012,133671873,49,"C",20,,"N"
2020,161007015,133671876,21,"C",18,,""
2020,161007018,133671879,63,"C",2,,""
2020,153196198,126693308,5,"C",20,,""
2020,160962967,133636219,45,"C",13,,""
2020,160962969,133636221,45,"C",20,,""
2020,153201493,126702554,47,"C",40,,""
2020,153201494,126702555,51,"C",20,,""
2020,153201496,126702557,51,"C",40,,""
2020,153201498,126702559,5,"C",40,,""
2020,153201501,126702561,47,"C",40,,""
2020,153201503,126702563,44,"C",20,,""
2020,153201505,126702565,5,"C",40,,""
2020,153201507,126702567,5,"C",40,,""
2020,153201508,126702568,47,"C",40,,""
2020,153201509,126702569,11,"C",40,,""
2020,153201510,126702570,45,"A",40,,""
2020,153201511,126702571,47,"C",20,,""
2020,153201512,126702572,5,"C",4,,""
2020,153201513,126702573,49,"C",20,,"F"
2020,153201516,126702576,21,"C",20,,""
2020,153201519,126702579,44,"C",20,,""
2020,153201522,126702582,49,"C",20,,"N"
2020,153201529,126702587,5,"C",18,,""
2020,153201528,126702587,14,"C",18,,""
2020,153201533,126702590,45,"C",12,,""
2020,153201534,126702590,11,"C",12,,""
2020,153201541,126702597,14,"C",20,,""
2020,153201543,126702599,51,"C",20,,""
2020,153201552,126702608,5,"C",20,,""
2020,153201556,126702612,63,"C",20,,""
2020,153201557,126702612,45,"C",20,,""
2020,153201559,126702614,5,"C",20,,""
2020,153201561,126702616,5,"C",11,,""
2020,153201564,126702619,27,"C",20,,""
2020,153201567,126702622,27,"C",20,,""
2020,153201569,126702624,27,"C",20,,""
2020,153201572,126702627,45,"C",20,,""
2020,153201575,126702630,16,"C",13,,""
2020,153201580,126702635,5,"C",20,,""
2020,153201585,126702640,49,"C",20,,"N"
2020,153201588,126702643,45,"C",21,,""
2020,153201591,126702646,47,"C",20,,""
2020,153201594,126702649,5,"C",20,,""
2020,153201600,126702654,21,"C",18,,""
2020,153201604,126702657,7,"C",18,,""
2020,153201608,126702660,23,"C",12,,""
2020,153201612,126702663,5,"C",20,,""
2020,153201615,126702666,51,"C",20,,""
2020,153201618,126702669,27,"C",20,,""
2020,153201620,126702671,23,"C",25,,""
2020,153201624,126702675,51,"C",20,,""
2020,153201628,126702678,45,"C",13,,""
2020,153201630,126702680,23,"C",8,,""
2020,153201636,126702685,23,"C",8,,""
2020,153201645,126702690,5,"C",18,,""
2020,153201648,126702692,28,"C",20,,""
2020,153201653,126702695,21,"C",20,,""
2020,153201652,126702695,28,"C",20,,""
2020,153201658,126702698,63,"C",25,,""
2020,153201661,126702701,51,"C",20,,""
2020,153201664,126702704,46,"C",20,,""
2020,153201667,126702707,5,"C",20,,""
2020,153201669,126702709,44,"C",20,,""
2020,153201672,126702712,51,"C",20,,""
2020,153201675,126702715,23,"C",8,,""
2020,153201678,126702718,14,"C",20,,""
2020,153201685,126702723,51,"C",20,,""
2020,153201687,126702725,49,"C",20,,"N"
2020,153201688,126702725,45,"C",20,,""
2020,153201693,126702728,63,"C",20,,""
2020,153201695,126702730,51,"C",20,,""
2020,153201697,126702732,45,"C",21,,""
2020,153201699,126702734,63,"C",20,,""
2020,153201700,126702734,45,"C",20,,""
2020,153201702,126702736,49,"C",40,,"N"
2020,153201704,126702738,49,"A",20,,"N"
2020,153201705,126702738,5,"C",20,,""
2020,153201707,126702740,29,"C",18,,""
2020,153201710,126702743,14,"C",25,,""
2020,153201718,126702749,27,"C",13,,""
2020,153201730,126702759,5,"C",13,,""
2020,153201733,126702762,45,"C",25,,""
2020,153201738,126702767,45,"C",18,,""
2020,153201741,126702770,5,"C",20,,""
2020,153201745,126702773,5,"C",20,,""
2020,153201744,126702773,44,"C",20,,""
2020,153201751,126702779,63,"C",20,,""
2020,153201753,126702781,51,"C",18,,""
2020,153201763,126702790,5,"C",20,,""
2020,153201765,126702792,45,"C",20,,""
2020,153201767,126702794,44,"C",41,,""
2020,153201768,126702795,63,"C",47,,""
2020,153201770,126702797,23,"C",12,,""
2020,153201771,126702798,45,"C",25,,""
2020,153201773,126702799,3,"C",20,,""
2020,153201772,126702799,51,"C",20,,""
2020,153201777,126702803,45,"C",20,,""
2020,153201781,126702806,51,"C",20,,""
2020,153201782,126702807,5,"C",18,,""
2020,153201791,126702815,45,"C",8,,""
2020,153201792,126702815,11,"C",8,,""
2020,153252568,126740160,23,"C",8,,""
2020,153252571,126740163,5,"C",13,,""
2020,153252574,126740166,23,"C",8,,""
2020,153252576,126740168,14,"C",13,,""
2020,153252577,126740168,5,"C",13,,""
2020,153252582,126740173,5,"C",18,,""
2020,153252585,126740176,51,"C",20,,""
2020,153252828,126740372,27,"C",14,,""
2020,153252829,126740373,63,"C",20,,""
2020,153252830,126740374,18,"C",8,,""
2020,161007578,133672405,45,"C",20,,""
2020,161007580,133672407,5,"C",13,,""
2020,161007581,133672407,16,"C",20,,""
2020,161007589,133672415,5,"C",18,,""
2020,161007594,133672419,45,"C",7,,""
2020,161007598,133672423,49,"C",20,,"F"
2020,161007601,133672426,45,"C",18,,""
2020,161007609,133672434,5,"C",25,,""
2020,161007619,133672443,45,"C",20,,""
2020,161007625,133672449,49,"A",25,,"N"
2020,161007660,133672483,49,"C",20,,"N"
2020,161007662,133672485,45,"C",20,,""
2020,161007666,133672489,51,"C",20,,""
